Clima,Conocimiento_sobre_plantas,Especie_planta,Mantiene_Planta_Tóxica,Tiempo_de_dedicacion,Preferencia_tonos,Tipo_vivienda,Toxic_Yes
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Tengo nociones básicas,Orquídea phalaenopsis,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Tengo nociones básicas,Geranio,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Tengo nociones básicas,Petunia,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Cinta,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Pothos,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Cinta,Sí,Les hago bastante caso,Cálidos,Chalet,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Pothos,Sí,Les hago bastante caso,Cálidos,Chalet,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Aloe vera,Sí,Les hago bastante caso,Cálidos,Chalet,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Hiedra inglesa,Sí,Les hago bastante caso,Cálidos,Chalet,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Palmera de bambú,Sí,Les hago bastante caso,Cálidos,Chalet,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Lavanda,Sí,Les hago bastante caso,Cálidos,Chalet,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Cactus de jade,Sí,Cuando me acuerdo,Fríos,Adosado,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Ficus benjamina,Sí,Cuando me acuerdo,Fríos,Adosado,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Aloe vera,Sí,Cuando me acuerdo,Fríos,Adosado,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Cactus de bola,Sí,Cuando me acuerdo,Fríos,Adosado,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Hiedra inglesa,Sí,Cuando me acuerdo,Fríos,Adosado,1.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Tengo nociones básicas,Cinta,No,Cuando me acuerdo,Me es indiferente,Apartamento,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Tengo nociones básicas,Helecho de Boston,No,Cuando me acuerdo,Me es indiferente,Apartamento,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Tengo nociones básicas,Begonia rex,No,Cuando me acuerdo,Me es indiferente,Apartamento,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Tengo nociones básicas,Tradescantia,No,Cuando me acuerdo,Me es indiferente,Apartamento,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Tengo nociones básicas,Fittonia,No,Cuando me acuerdo,Me es indiferente,Apartamento,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Tengo nociones básicas,Cactus de Navidad,No,Cuando me acuerdo,Me es indiferente,Apartamento,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Tengo nociones básicas,Violeta africana,No,Cuando me acuerdo,Me es indiferente,Apartamento,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Tengo nociones básicas,Orquídea phalaenopsis,No,Cuando me acuerdo,Me es indiferente,Apartamento,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Tengo nociones básicas,Aloe vera,No,Cuando me acuerdo,Me es indiferente,Apartamento,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Tengo nociones básicas,Cactus de bola,No,Cuando me acuerdo,Me es indiferente,Apartamento,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Tengo nociones básicas,Echeveria,No,Cuando me acuerdo,Me es indiferente,Apartamento,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Tengo nociones básicas,Kalanchoe,No,Cuando me acuerdo,Me es indiferente,Apartamento,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Tengo nociones básicas,Planta de araña,No,Cuando me acuerdo,Me es indiferente,Apartamento,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Tengo nociones básicas,Lavanda,No,Cuando me acuerdo,Me es indiferente,Apartamento,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Tengo nociones básicas,Salvia,No,Cuando me acuerdo,Me es indiferente,Apartamento,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Tengo nociones básicas,Astilbe,No,Cuando me acuerdo,Me es indiferente,Apartamento,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Tengo nociones básicas,Geranio,No,Cuando me acuerdo,Me es indiferente,Apartamento,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Tengo nociones básicas,Petunia,No,Cuando me acuerdo,Me es indiferente,Apartamento,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Tengo nociones básicas,Begonia,No,Cuando me acuerdo,Me es indiferente,Apartamento,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Tengo nociones básicas,Caléndula,No,Cuando me acuerdo,Me es indiferente,Apartamento,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Nada,Cinta,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Nada,Tradescantia,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Nada,Palo de Brasil,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Nada,Pothos,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Nada,Cactus de jade,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Nada,Echeveria,Sí,Cuando me acuerdo,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Violeta africana,No,Cuando me acuerdo,Me es indiferente,Apartamento,0.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Orquídea phalaenopsis,No,Cuando me acuerdo,Me es indiferente,Apartamento,0.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Echeveria,No,Cuando me acuerdo,Me es indiferente,Apartamento,0.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Nada,Peperomia,No,Cuando me acuerdo,Cálidos,Apartamento,0.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Nada,Tradescantia,No,Cuando me acuerdo,Cálidos,Apartamento,0.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Nada,Cactus de Navidad,No,Cuando me acuerdo,Cálidos,Apartamento,0.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Nada,Palo de Brasil,No,Cuando me acuerdo,Cálidos,Apartamento,0.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Nada,Planta de serpiente/ Espada de San Jorge,No,Cuando me acuerdo,Cálidos,Apartamento,0.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Nada,Ficus lyrata,No,Cuando me acuerdo,Cálidos,Apartamento,0.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Nada,Cactus de jade,No,Cuando me acuerdo,Cálidos,Apartamento,0.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Nada,Crasula/ Suculenta de Jade,No,Cuando me acuerdo,Cálidos,Apartamento,0.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Nada,Aloe vera,No,Cuando me acuerdo,Cálidos,Apartamento,0.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Nada,Cactus de bola,No,Cuando me acuerdo,Cálidos,Apartamento,0.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Nada,Haworthia,No,Cuando me acuerdo,Cálidos,Apartamento,0.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Nada,Aeonium,No,Cuando me acuerdo,Cálidos,Apartamento,0.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Nada,Echeveria,No,Cuando me acuerdo,Cálidos,Apartamento,0.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Nada,Agave,No,Cuando me acuerdo,Cálidos,Apartamento,0.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Nada,Dracaena marginata,No,Cuando me acuerdo,Cálidos,Apartamento,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Cinta,Sí,Les hago bastante caso,Cálidos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Costilla de Adán,Sí,Les hago bastante caso,Cálidos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Palo de Brasil,Sí,Les hago bastante caso,Cálidos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Pothos,Sí,Les hago bastante caso,Cálidos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Planta de serpiente/ Espada de San Jorge,Sí,Les hago bastante caso,Cálidos,Apartamento,1.0
"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",Me he informado bastante,Cinta,Sí,Les hago bastante caso,Cálidos,Chalet,1.0
"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",Me he informado bastante,Helecho de Boston,Sí,Les hago bastante caso,Cálidos,Chalet,1.0
"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",Me he informado bastante,Palo de Brasil,Sí,Les hago bastante caso,Cálidos,Chalet,1.0
"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",Me he informado bastante,Aloe vera,Sí,Les hago bastante caso,Cálidos,Chalet,1.0
"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",Me he informado bastante,Lavanda,Sí,Les hago bastante caso,Cálidos,Chalet,1.0
"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",Me he informado bastante,Geranio,Sí,Les hago bastante caso,Cálidos,Chalet,1.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Tengo nociones básicas,Tradescantia,Sí,Cuando me acuerdo,Fríos,Apartamento,1.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Tengo nociones básicas,Violeta africana,Sí,Cuando me acuerdo,Fríos,Apartamento,1.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Tengo nociones básicas,Orquídea phalaenopsis,Sí,Cuando me acuerdo,Fríos,Apartamento,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Nada,Cactus de bola,No,Cuando me acuerdo,Me es indiferente,Adosado,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Costilla de Adán,No,Les hago bastante caso,Cálidos,Apartamento,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Tradescantia,No,Les hago bastante caso,Cálidos,Apartamento,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Violeta africana,No,Les hago bastante caso,Cálidos,Apartamento,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Orquídea phalaenopsis,No,Les hago bastante caso,Cálidos,Apartamento,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Ficus benjamina,No,Les hago bastante caso,Cálidos,Apartamento,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Echeveria,No,Les hago bastante caso,Cálidos,Apartamento,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Philodendron,No,Les hago bastante caso,Cálidos,Apartamento,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Dracaena marginata,No,Les hago bastante caso,Cálidos,Apartamento,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Begonia,No,Les hago bastante caso,Cálidos,Apartamento,0.0
"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",Tengo nociones básicas,Orquídea phalaenopsis,Sí,Les hago bastante caso,Fríos,Adosado,1.0
"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",Tengo nociones básicas,Aloe vera,Sí,Les hago bastante caso,Fríos,Adosado,1.0
"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",Tengo nociones básicas,Lavanda,Sí,Les hago bastante caso,Fríos,Adosado,1.0
"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",Tengo nociones básicas,Hierbabuena,Sí,Les hago bastante caso,Fríos,Adosado,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Begonia rex,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Pilea,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Cactus de Navidad,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Aloe vera,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Croton,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Nada,Espatifilo,No,Les hago bastante caso,Me es indiferente,Apartamento,0.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Nada,Costilla de Adán,No,Les hago bastante caso,Me es indiferente,Apartamento,0.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Nada,Violeta africana,No,Les hago bastante caso,Me es indiferente,Apartamento,0.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Nada,Orquídea phalaenopsis,No,Les hago bastante caso,Me es indiferente,Apartamento,0.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Nada,Aloe vera,No,Les hago bastante caso,Me es indiferente,Apartamento,0.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Nada,Echeveria,No,Les hago bastante caso,Me es indiferente,Apartamento,0.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Nada,Planta de araña,No,Les hago bastante caso,Me es indiferente,Apartamento,0.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Nada,Salvia,No,Les hago bastante caso,Me es indiferente,Apartamento,0.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Nada,Astilbe,No,Les hago bastante caso,Me es indiferente,Apartamento,0.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Nada,Geranio,No,Les hago bastante caso,Me es indiferente,Apartamento,0.0
